Index,Activity
2000,WALKING_DOWNSTAIRS
2001,WALKING_DOWNSTAIRS
2002,WALKING_DOWNSTAIRS
2003,WALKING_DOWNSTAIRS
2004,WALKING_DOWNSTAIRS
2005,WALKING_DOWNSTAIRS
2006,WALKING_DOWNSTAIRS
2007,WALKING_DOWNSTAIRS
2008,WALKING_UPSTAIRS
2009,WALKING_UPSTAIRS
2010,WALKING_UPSTAIRS
2011,WALKING_UPSTAIRS
2012,WALKING_UPSTAIRS
2013,WALKING_UPSTAIRS
2014,WALKING_UPSTAIRS
2015,WALKING_UPSTAIRS
2016,WALKING_UPSTAIRS
2017,WALKING_DOWNSTAIRS
2018,WALKING_DOWNSTAIRS
2019,WALKING_DOWNSTAIRS
2020,WALKING_DOWNSTAIRS
2021,WALKING_DOWNSTAIRS
2022,WALKING_DOWNSTAIRS
2023,WALKING_DOWNSTAIRS
2024,WALKING_DOWNSTAIRS
2025,WALKING_DOWNSTAIRS
2026,WALKING_UPSTAIRS
2027,WALKING_UPSTAIRS
2028,WALKING_UPSTAIRS
2029,WALKING_UPSTAIRS
2030,WALKING_UPSTAIRS
2031,WALKING_UPSTAIRS
2032,WALKING_UPSTAIRS
2033,WALKING_UPSTAIRS
2034,WALKING_UPSTAIRS
2035,WALKING_UPSTAIRS
2036,STANDING
2037,STANDING
2038,STANDING
2039,STANDING
2040,STANDING
2041,STANDING
2042,STANDING
2043,STANDING
2044,STANDING
2045,STANDING
2046,STANDING
2047,STANDING
2048,STANDING
2049,STANDING
2050,STANDING
2051,STANDING
2052,STANDING
2053,STANDING
2054,STANDING
2055,STANDING
2056,STANDING
2057,STANDING
2058,STANDING
2059,STANDING
2060,STANDING
2061,STANDING
2062,STANDING
2063,STANDING
2064,STANDING
2065,STANDING
2066,STANDING
2067,STANDING
2068,STANDING
2069,SITTING
2070,SITTING
2071,SITTING
2072,SITTING
2073,SITTING
2074,SITTING
2075,SITTING
2076,SITTING
2077,SITTING
2078,SITTING
2079,SITTING
2080,SITTING
2081,SITTING
2082,SITTING
2083,SITTING
2084,SITTING
2085,STANDING
2086,STANDING
2087,SITTING
2088,SITTING
2089,SITTING
2090,SITTING
2091,SITTING
2092,SITTING
2093,SITTING
2094,SITTING
2095,SITTING
2096,LAYING
2097,LAYING
2098,LAYING
2099,LAYING
2100,LAYING
2101,LAYING
2102,LAYING
2103,LAYING
2104,LAYING
2105,LAYING
2106,LAYING
2107,LAYING
2108,LAYING
2109,LAYING
2110,LAYING
2111,LAYING
2112,LAYING
2113,LAYING
2114,LAYING
2115,LAYING
2116,LAYING
2117,LAYING
2118,LAYING
2119,LAYING
2120,LAYING
2121,LAYING
2122,LAYING
2123,LAYING
2124,LAYING
2125,LAYING
2126,LAYING
2127,LAYING
2128,LAYING
2129,WALKING
2130,WALKING
2131,WALKING
2132,WALKING
2133,WALKING
2134,WALKING
2135,WALKING
2136,WALKING
2137,WALKING
2138,WALKING
2139,WALKING
2140,WALKING
2141,WALKING
2142,WALKING
2143,WALKING
2144,WALKING
2145,WALKING
2146,WALKING
2147,WALKING
2148,WALKING
2149,WALKING
2150,WALKING
2151,WALKING
2152,WALKING
2153,WALKING
2154,WALKING
2155,WALKING
2156,WALKING_DOWNSTAIRS
2157,WALKING_DOWNSTAIRS
2158,WALKING_DOWNSTAIRS
2159,WALKING_DOWNSTAIRS
2160,WALKING_DOWNSTAIRS
2161,WALKING_DOWNSTAIRS
2162,WALKING_DOWNSTAIRS
2163,WALKING_DOWNSTAIRS
2164,WALKING_DOWNSTAIRS
2165,WALKING_DOWNSTAIRS
2166,WALKING_DOWNSTAIRS
2167,WALKING
2168,WALKING_UPSTAIRS
2169,WALKING_UPSTAIRS
2170,WALKING_UPSTAIRS
2171,WALKING_UPSTAIRS
2172,WALKING_DOWNSTAIRS
2173,WALKING_DOWNSTAIRS
2174,WALKING_UPSTAIRS
2175,WALKING_UPSTAIRS
2176,WALKING_UPSTAIRS
2177,WALKING_UPSTAIRS
2178,WALKING_UPSTAIRS
2179,WALKING_UPSTAIRS
2180,WALKING_UPSTAIRS
2181,WALKING_UPSTAIRS
2182,WALKING_UPSTAIRS
2183,WALKING_UPSTAIRS
2184,WALKING_UPSTAIRS
2185,WALKING_UPSTAIRS
2186,WALKING_UPSTAIRS
2187,WALKING_UPSTAIRS
2188,WALKING_UPSTAIRS
2189,WALKING_UPSTAIRS
2190,WALKING_UPSTAIRS
2191,WALKING_UPSTAIRS
2192,WALKING_UPSTAIRS
2193,WALKING_UPSTAIRS
2194,WALKING_UPSTAIRS
2195,WALKING_UPSTAIRS
2196,WALKING_UPSTAIRS
2197,WALKING_UPSTAIRS
2198,WALKING_UPSTAIRS
2199,WALKING_UPSTAIRS
2200,WALKING_UPSTAIRS
2201,WALKING_UPSTAIRS
2202,WALKING_UPSTAIRS
2203,WALKING_DOWNSTAIRS
2204,WALKING_DOWNSTAIRS
2205,WALKING_DOWNSTAIRS
2206,WALKING_DOWNSTAIRS
2207,WALKING_DOWNSTAIRS
2208,WALKING_UPSTAIRS
2209,WALKING_UPSTAIRS
2210,WALKING_DOWNSTAIRS
2211,WALKING_DOWNSTAIRS
2212,STANDING
2213,STANDING
2214,STANDING
2215,STANDING
2216,STANDING
2217,STANDING
2218,STANDING
2219,STANDING
2220,STANDING
2221,STANDING
2222,STANDING
2223,STANDING
2224,STANDING
2225,STANDING
2226,STANDING
2227,STANDING
2228,STANDING
2229,STANDING
2230,STANDING
2231,STANDING
2232,STANDING
2233,STANDING
2234,STANDING
2235,STANDING
2236,STANDING
2237,STANDING
2238,STANDING
2239,STANDING
2240,STANDING
2241,STANDING
2242,STANDING
2243,STANDING
2244,STANDING
2245,STANDING
2246,STANDING
2247,STANDING
2248,STANDING
2249,STANDING
2250,SITTING
2251,SITTING
2252,SITTING
2253,SITTING
2254,SITTING
2255,SITTING
2256,SITTING
2257,SITTING
2258,SITTING
2259,SITTING
2260,SITTING
2261,SITTING
2262,SITTING
2263,SITTING
2264,SITTING
2265,SITTING
2266,SITTING
2267,SITTING
2268,SITTING
2269,SITTING
2270,SITTING
2271,SITTING
2272,SITTING
2273,SITTING
2274,SITTING
2275,STANDING
2276,SITTING
2277,SITTING
2278,SITTING
2279,SITTING
2280,SITTING
2281,SITTING
2282,SITTING
2283,SITTING
2284,SITTING
2285,SITTING
2286,LAYING
2287,LAYING
2288,LAYING
2289,LAYING
2290,LAYING
2291,LAYING
2292,LAYING
2293,LAYING
2294,LAYING
2295,LAYING
2296,LAYING
2297,LAYING
2298,LAYING
2299,LAYING
2300,LAYING
2301,LAYING
2302,LAYING
2303,LAYING
2304,LAYING
2305,LAYING
2306,LAYING
2307,LAYING
2308,LAYING
2309,LAYING
2310,LAYING
2311,LAYING
2312,LAYING
2313,LAYING
2314,LAYING
2315,LAYING
2316,LAYING
2317,WALKING
2318,WALKING
2319,WALKING
2320,WALKING
2321,WALKING
2322,WALKING
2323,WALKING
2324,WALKING
2325,WALKING
2326,WALKING
2327,WALKING
2328,WALKING
2329,WALKING
2330,WALKING
2331,WALKING
2332,WALKING
2333,WALKING
2334,WALKING
2335,WALKING
2336,WALKING
2337,WALKING
2338,WALKING_UPSTAIRS
2339,WALKING
2340,WALKING
2341,WALKING
2342,WALKING
2343,WALKING
2344,WALKING_DOWNSTAIRS
2345,WALKING_DOWNSTAIRS
2346,WALKING_DOWNSTAIRS
2347,WALKING_DOWNSTAIRS
2348,WALKING_DOWNSTAIRS
2349,WALKING_DOWNSTAIRS
2350,WALKING_DOWNSTAIRS
2351,WALKING_DOWNSTAIRS
2352,WALKING_DOWNSTAIRS
2353,WALKING_DOWNSTAIRS
2354,WALKING_DOWNSTAIRS
2355,WALKING_DOWNSTAIRS
2356,WALKING_DOWNSTAIRS
2357,WALKING_DOWNSTAIRS
2358,WALKING_DOWNSTAIRS
2359,WALKING_DOWNSTAIRS
2360,WALKING_DOWNSTAIRS
2361,WALKING_DOWNSTAIRS
2362,WALKING_DOWNSTAIRS
2363,WALKING_DOWNSTAIRS
2364,WALKING_DOWNSTAIRS
2365,WALKING_DOWNSTAIRS
2366,WALKING_UPSTAIRS
2367,WALKING_UPSTAIRS
2368,WALKING_UPSTAIRS
2369,WALKING_UPSTAIRS
2370,WALKING_UPSTAIRS
2371,WALKING_UPSTAIRS
2372,WALKING_UPSTAIRS
2373,WALKING_UPSTAIRS
2374,WALKING_UPSTAIRS
2375,WALKING_UPSTAIRS
2376,WALKING_UPSTAIRS
2377,WALKING_UPSTAIRS
2378,WALKING_UPSTAIRS
2379,WALKING_UPSTAIRS
2380,WALKING_UPSTAIRS
2381,WALKING_UPSTAIRS
2382,WALKING_UPSTAIRS
2383,WALKING_UPSTAIRS
2384,WALKING_UPSTAIRS
2385,WALKING_UPSTAIRS
2386,WALKING_UPSTAIRS
2387,WALKING_UPSTAIRS
2388,WALKING_UPSTAIRS
2389,WALKING_UPSTAIRS
2390,WALKING_UPSTAIRS
2391,WALKING_UPSTAIRS
2392,STANDING
2393,STANDING
2394,STANDING
2395,STANDING
2396,STANDING
2397,STANDING
2398,STANDING
2399,STANDING
2400,STANDING
2401,STANDING
2402,STANDING
2403,STANDING
2404,STANDING
2405,STANDING
2406,STANDING
2407,STANDING
2408,STANDING
2409,STANDING
2410,STANDING
2411,STANDING
2412,STANDING
2413,STANDING
2414,STANDING
2415,STANDING
2416,STANDING
2417,STANDING
2418,STANDING
2419,STANDING
2420,STANDING
2421,STANDING
2422,STANDING
2423,STANDING
2424,STANDING
2425,STANDING
2426,STANDING
2427,SITTING
2428,SITTING
2429,STANDING
2430,STANDING
2431,SITTING
2432,SITTING
2433,SITTING
2434,SITTING
2435,SITTING
2436,SITTING
2437,SITTING
2438,SITTING
2439,SITTING
2440,SITTING
2441,SITTING
2442,SITTING
2443,SITTING
2444,SITTING
2445,SITTING
2446,SITTING
2447,SITTING
2448,SITTING
2449,STANDING
2450,STANDING
2451,SITTING
2452,SITTING
2453,SITTING
2454,SITTING
2455,SITTING
2456,SITTING
2457,LAYING
2458,LAYING
2459,LAYING
2460,LAYING
2461,LAYING
2462,LAYING
2463,LAYING
2464,LAYING
2465,LAYING
2466,LAYING
2467,LAYING
2468,LAYING
2469,LAYING
2470,LAYING
2471,LAYING
2472,LAYING
2473,LAYING
2474,LAYING
2475,LAYING
2476,LAYING
2477,LAYING
2478,LAYING
2479,LAYING
2480,LAYING
2481,LAYING
2482,LAYING
2483,LAYING
2484,LAYING
2485,LAYING
2486,LAYING
2487,LAYING
2488,LAYING
2489,LAYING
2490,LAYING
2491,LAYING
2492,LAYING
2493,LAYING
2494,WALKING
2495,WALKING
2496,WALKING
2497,WALKING
2498,WALKING
2499,WALKING
2500,WALKING
2501,WALKING
2502,WALKING
2503,WALKING_UPSTAIRS
2504,WALKING
2505,WALKING
2506,WALKING
2507,WALKING
2508,WALKING
2509,WALKING
2510,WALKING
2511,WALKING
2512,WALKING
2513,WALKING
2514,WALKING
2515,WALKING
2516,WALKING
2517,WALKING
2518,WALKING_DOWNSTAIRS
2519,WALKING_DOWNSTAIRS
2520,WALKING_DOWNSTAIRS
2521,WALKING_DOWNSTAIRS
2522,WALKING_DOWNSTAIRS
2523,WALKING_DOWNSTAIRS
2524,WALKING_DOWNSTAIRS
2525,WALKING_DOWNSTAIRS
2526,WALKING_UPSTAIRS
2527,WALKING_DOWNSTAIRS
2528,WALKING_DOWNSTAIRS
2529,WALKING_DOWNSTAIRS
2530,WALKING_DOWNSTAIRS
2531,WALKING_DOWNSTAIRS
2532,WALKING_DOWNSTAIRS
2533,WALKING_UPSTAIRS
2534,WALKING_DOWNSTAIRS
2535,WALKING_DOWNSTAIRS
2536,WALKING_DOWNSTAIRS
2537,WALKING_DOWNSTAIRS
2538,WALKING_DOWNSTAIRS
2539,WALKING_DOWNSTAIRS
2540,WALKING_DOWNSTAIRS
2541,WALKING_UPSTAIRS
2542,WALKING_UPSTAIRS
2543,WALKING_UPSTAIRS
2544,WALKING_UPSTAIRS
2545,WALKING_UPSTAIRS
2546,WALKING_UPSTAIRS
2547,WALKING_UPSTAIRS
2548,WALKING_UPSTAIRS
2549,WALKING_UPSTAIRS
2550,WALKING_UPSTAIRS
2551,WALKING_UPSTAIRS
2552,WALKING_UPSTAIRS
2553,WALKING_UPSTAIRS
2554,WALKING_UPSTAIRS
2555,WALKING_UPSTAIRS
2556,WALKING_UPSTAIRS
2557,WALKING_UPSTAIRS
2558,WALKING_UPSTAIRS
2559,WALKING_UPSTAIRS
2560,WALKING_UPSTAIRS
2561,WALKING_UPSTAIRS
2562,WALKING_UPSTAIRS
2563,WALKING_UPSTAIRS
2564,WALKING_UPSTAIRS
2565,WALKING_UPSTAIRS
2566,STANDING
2567,STANDING
2568,STANDING
2569,STANDING
2570,STANDING
2571,STANDING
2572,STANDING
2573,STANDING
2574,STANDING
2575,STANDING
2576,STANDING
2577,STANDING
2578,STANDING
2579,STANDING
2580,STANDING
2581,STANDING
2582,STANDING
2583,STANDING
2584,STANDING
2585,STANDING
2586,STANDING
2587,STANDING
2588,STANDING
2589,STANDING
2590,STANDING
2591,STANDING
2592,STANDING
2593,STANDING
2594,STANDING
2595,STANDING
2596,STANDING
2597,STANDING
2598,STANDING
2599,SITTING
2600,SITTING
2601,SITTING
2602,SITTING
2603,SITTING
2604,SITTING
2605,SITTING
2606,SITTING
2607,SITTING
2608,SITTING
2609,SITTING
2610,SITTING
2611,SITTING
2612,SITTING
2613,SITTING
2614,SITTING
2615,SITTING
2616,SITTING
2617,SITTING
2618,SITTING
2619,SITTING
2620,SITTING
2621,SITTING
2622,SITTING
2623,SITTING
2624,SITTING
2625,SITTING
2626,SITTING
2627,SITTING
2628,SITTING
2629,SITTING
2630,SITTING
2631,SITTING
2632,SITTING
2633,LAYING
2634,LAYING
2635,LAYING
2636,LAYING
2637,LAYING
2638,LAYING
2639,LAYING
2640,LAYING
2641,LAYING
2642,LAYING
2643,LAYING
2644,LAYING
2645,LAYING
2646,LAYING
2647,LAYING
2648,LAYING
2649,LAYING
2650,LAYING
2651,LAYING
2652,LAYING
2653,LAYING
2654,LAYING
2655,LAYING
2656,LAYING
2657,LAYING
2658,LAYING
2659,LAYING
2660,LAYING
2661,LAYING
2662,LAYING
2663,LAYING
2664,LAYING
2665,LAYING
2666,LAYING
2667,LAYING
2668,LAYING
2669,WALKING
2670,WALKING
2671,WALKING
2672,WALKING
2673,WALKING
2674,WALKING
2675,WALKING
2676,WALKING
2677,WALKING
2678,WALKING
2679,WALKING
2680,WALKING
2681,WALKING
2682,WALKING
2683,WALKING
2684,WALKING
2685,WALKING
2686,WALKING
2687,WALKING
2688,WALKING
2689,WALKING
2690,WALKING
2691,WALKING
2692,WALKING
2693,WALKING
2694,WALKING
2695,WALKING
2696,WALKING
2697,WALKING_DOWNSTAIRS
2698,WALKING_DOWNSTAIRS
2699,WALKING_DOWNSTAIRS
2700,WALKING_DOWNSTAIRS
2701,WALKING_DOWNSTAIRS
2702,WALKING_DOWNSTAIRS
2703,WALKING_DOWNSTAIRS
2704,WALKING_DOWNSTAIRS
2705,WALKING_DOWNSTAIRS
2706,WALKING_DOWNSTAIRS
2707,WALKING_DOWNSTAIRS
2708,WALKING_DOWNSTAIRS
2709,WALKING_DOWNSTAIRS
2710,WALKING_DOWNSTAIRS
2711,WALKING_DOWNSTAIRS
2712,WALKING_DOWNSTAIRS
2713,WALKING_DOWNSTAIRS
2714,WALKING_DOWNSTAIRS
2715,WALKING_DOWNSTAIRS
2716,WALKING_DOWNSTAIRS
2717,WALKING_DOWNSTAIRS
2718,WALKING_DOWNSTAIRS
2719,WALKING_DOWNSTAIRS
2720,WALKING_DOWNSTAIRS
2721,WALKING_DOWNSTAIRS
2722,WALKING_DOWNSTAIRS
2723,WALKING_DOWNSTAIRS
2724,WALKING_UPSTAIRS
2725,WALKING_UPSTAIRS
2726,WALKING_UPSTAIRS
2727,WALKING_UPSTAIRS
2728,WALKING_UPSTAIRS
2729,WALKING_DOWNSTAIRS
2730,WALKING_UPSTAIRS
2731,WALKING_UPSTAIRS
2732,WALKING_UPSTAIRS
2733,WALKING_UPSTAIRS
2734,WALKING_UPSTAIRS
2735,WALKING_UPSTAIRS
2736,WALKING_UPSTAIRS
2737,WALKING_UPSTAIRS
2738,WALKING_UPSTAIRS
2739,WALKING_UPSTAIRS
2740,WALKING_UPSTAIRS
2741,WALKING_UPSTAIRS
2742,WALKING_UPSTAIRS
2743,WALKING_UPSTAIRS
2744,WALKING_UPSTAIRS
2745,WALKING_UPSTAIRS
2746,WALKING_UPSTAIRS
2747,WALKING_UPSTAIRS
2748,WALKING_UPSTAIRS
2749,WALKING_UPSTAIRS
2750,WALKING_UPSTAIRS
2751,WALKING_UPSTAIRS
2752,WALKING_UPSTAIRS
2753,STANDING
2754,STANDING
2755,STANDING
2756,STANDING
2757,STANDING
2758,STANDING
2759,STANDING
2760,STANDING
2761,STANDING
2762,STANDING
2763,STANDING
2764,STANDING
2765,STANDING
2766,STANDING
2767,STANDING
2768,STANDING
2769,STANDING
2770,STANDING
2771,STANDING
2772,STANDING
2773,STANDING
2774,STANDING
2775,STANDING
2776,STANDING
2777,STANDING
2778,STANDING
2779,STANDING
2780,STANDING
2781,STANDING
2782,STANDING
2783,STANDING
2784,STANDING
2785,STANDING
2786,STANDING
2787,STANDING
2788,STANDING
2789,SITTING
2790,SITTING
2791,SITTING
2792,SITTING
2793,SITTING
2794,SITTING
2795,SITTING
2796,SITTING
2797,SITTING
2798,SITTING
2799,SITTING
2800,SITTING
2801,SITTING
2802,SITTING
2803,SITTING
2804,SITTING
2805,SITTING
2806,SITTING
2807,SITTING
2808,SITTING
2809,SITTING
2810,SITTING
2811,SITTING
2812,SITTING
2813,SITTING
2814,SITTING
2815,SITTING
2816,SITTING
2817,SITTING
2818,SITTING
2819,SITTING
2820,SITTING
2821,SITTING
2822,SITTING
2823,LAYING
2824,LAYING
2825,LAYING
2826,LAYING
2827,LAYING
2828,LAYING
2829,LAYING
2830,LAYING
2831,LAYING
2832,LAYING
2833,LAYING
2834,LAYING
2835,LAYING
2836,LAYING
2837,LAYING
2838,LAYING
2839,LAYING
2840,LAYING
2841,LAYING
2842,LAYING
2843,LAYING
2844,LAYING
2845,LAYING
2846,LAYING
2847,LAYING
2848,LAYING
2849,LAYING
2850,LAYING
2851,LAYING
2852,LAYING
2853,LAYING
2854,LAYING
2855,LAYING
2856,LAYING
2857,LAYING
2858,LAYING
2859,WALKING
2860,WALKING
2861,WALKING
2862,WALKING
2863,WALKING
2864,WALKING
2865,WALKING
2866,WALKING
2867,WALKING
2868,WALKING
2869,WALKING
2870,WALKING
2871,WALKING
2872,WALKING
2873,WALKING
2874,WALKING
2875,WALKING
2876,WALKING
2877,WALKING
2878,WALKING
2879,WALKING
2880,WALKING
2881,WALKING
2882,WALKING
2883,WALKING
2884,WALKING
2885,WALKING
2886,WALKING
2887,WALKING
2888,WALKING
2889,WALKING_DOWNSTAIRS
2890,WALKING_DOWNSTAIRS
2891,WALKING_DOWNSTAIRS
2892,WALKING_DOWNSTAIRS
2893,WALKING_DOWNSTAIRS
2894,WALKING_DOWNSTAIRS
2895,WALKING_DOWNSTAIRS
2896,WALKING_DOWNSTAIRS
2897,WALKING_DOWNSTAIRS
2898,WALKING_DOWNSTAIRS
2899,WALKING_DOWNSTAIRS
2900,WALKING_DOWNSTAIRS
2901,WALKING_DOWNSTAIRS
2902,WALKING_DOWNSTAIRS
2903,WALKING_DOWNSTAIRS
2904,WALKING_DOWNSTAIRS
2905,WALKING_DOWNSTAIRS
2906,WALKING_DOWNSTAIRS
2907,WALKING_DOWNSTAIRS
2908,WALKING_UPSTAIRS
2909,WALKING_UPSTAIRS
2910,WALKING_UPSTAIRS
2911,WALKING_UPSTAIRS
2912,WALKING_UPSTAIRS
2913,WALKING_UPSTAIRS
2914,WALKING_UPSTAIRS
2915,WALKING_UPSTAIRS
2916,WALKING_UPSTAIRS
2917,WALKING_UPSTAIRS
2918,WALKING_UPSTAIRS
2919,WALKING_UPSTAIRS
2920,WALKING_UPSTAIRS
2921,WALKING_UPSTAIRS
2922,WALKING_UPSTAIRS
2923,WALKING_UPSTAIRS
2924,WALKING_UPSTAIRS
2925,WALKING_UPSTAIRS
2926,WALKING_UPSTAIRS
2927,WALKING_UPSTAIRS
2928,WALKING_DOWNSTAIRS
2929,WALKING_DOWNSTAIRS
2930,WALKING_DOWNSTAIRS
2931,WALKING_DOWNSTAIRS
2932,WALKING_DOWNSTAIRS
2933,WALKING_DOWNSTAIRS
2934,WALKING_DOWNSTAIRS
2935,WALKING_DOWNSTAIRS
2936,WALKING_DOWNSTAIRS
2937,WALKING_UPSTAIRS
2938,WALKING_UPSTAIRS
2939,WALKING_UPSTAIRS
2940,WALKING_UPSTAIRS
2941,WALKING_UPSTAIRS
2942,WALKING_UPSTAIRS
2943,WALKING_UPSTAIRS
2944,WALKING_UPSTAIRS
2945,WALKING_UPSTAIRS
2946,WALKING_UPSTAIRS
